"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
mother_race2_01_03,pre_maternal_demographics,,radio,mother_race2,"1, black | 2, white | 3, other",race2,,,,,,,,,,,
mother_ethnicity_01_03,pre_maternal_demographics,,radio,mother_ethnicity,"1, hispanic or latino | 2, not hispanic or latino | 3, unknown",ethnicity,,,,,,,,,,,
mother_marital_status_01_03,pre_maternal_demographics,,radio,mother_marital_status,"1, married | 2, single | 3, divorced | 4, widowed | 5, unknown",maritalStatus,,,,,,,,,,,
mother_education_01_03,pre_maternal_demographics,,radio,mother_education,"1, < 7th grade | 2, 7th to 9th grade | 3, 10th to 12th grade | 4, high school degree | 5, partial college | 6, college degree | 7, graduate degree | 8, unknown",education,,,,,,,,,,,
mother_education2_01_03,pre_maternal_demographics,,radio,mother_education2,"1, <HS | 2, HS | 3, >HS",education2,,,,,,,,,,,
mother_insurance_01_03,pre_maternal_demographics,,radio,mother_insurance,"1, public | 2, private | 3, uninsured | 4, unknown | 5, other | 6, both public and private",insurance,,,,,,,,,,,
mother_insurance_public_01_03,pre_maternal_demographics,,yesno,mother_insurance_public,,,,,,,,,,,,,
gravida_01_04,pre_pregnancy_history,,text,gravida,,,,,,,,,,,,,
parity_01_04,pre_pregnancy_history,,text,parity,,,,,,,,,,,,,
multiple_birth_01_04,pre_pregnancy_history,,yesno,multiple_birth,,,,,,,,,,,,,
num_fetus_01_04,pre_pregnancy_history,,text,num_fetus,,,,,,,,,,,,,
prenatal_care_01_04,pre_pregnancy_history,,yesno,prenatal_care,,,,,,,,,,,,,
hypertension_eclampsia_01_04,pre_pregnancy_history,,yesno,hypertension_eclampsia,,,,,,,,,,,,,
antepartum_hemorrhage_01_04,pre_pregnancy_history,,yesno,antepartum_hemorrhage,,,,,,,,,,,,,
thyroid_malfunction_01_04,pre_pregnancy_history,,yesno,thyroid_malfunction,,,,,,,,,,,,,
diabetes_01_04,pre_pregnancy_history,,yesno,diabetes,,,,,,,,,,,,,
maternal_admission_date_01_05,pre_labor_and_delivery,,text,maternal_admission_date,,,,,,,,,,,,,
maternal_admission_time_01_05,pre_labor_and_delivery,,text,maternal_admission_time,,,,,,,,,,,,,
rupture_date_01_05,pre_labor_and_delivery,,text,rupture_date,,,,,,,,,,,,,
rupture_time_01_05,pre_labor_and_delivery,,text,rupture_time,,,,,,,,,,,,,
rupture_greater18hr_01_05,pre_labor_and_delivery,,yesno,rupture_greater18hr,,,,,,,,,,,,,
rupture_before_delivery_01_05,pre_labor_and_delivery,,yesno,rupture_before_delivery,,,,,,,,,,,,,
labor_01_05,pre_labor_and_delivery,,yesno,labor,,,,,,,,,,,,,
labor_onset_date_01_05,pre_labor_and_delivery,,text,labor_onset_date,,,,,,,,,,,,,
labor_onset_time_01_05,pre_labor_and_delivery,,text,labor_onset_time,,,,,,,,,,,,,
delivery_mode_01_05,pre_labor_and_delivery,,radio,delivery_mode,"1, vaginal vertex, unassisted | 2, vaginal vertex, assisted | 3, vaginal breech | 4, vaginal NOS | 5, non-emergent cesarean | 6, emergent cesarean | 7, unknown",deliveryMode,,,,,,,,,,,
fetal_decelerate_01_05,pre_labor_and_delivery,,yesno,fetal_decelerate,,,,,,,,,,,,,
cord_mishap_01_05,pre_labor_and_delivery,,yesno,cord_mishap,,,,,,,,,,,,,
uterine_rupture_01_05,pre_labor_and_delivery,,yesno,uterine_rupture,,,,,,,,,,,,,
shoulder_dystocia_01_05,pre_labor_and_delivery,,yesno,shoulder_dystocia,,,,,,,,,,,,,
placental_problem_01_05,pre_labor_and_delivery,,yesno,placental_problem,,,,,,,,,,,,,
maternal_hemorrhage_01_05,pre_labor_and_delivery,,yesno,maternal_hemorrhage,,,,,,,,,,,,,
maternal_trauma_01_05,pre_labor_and_delivery,,yesno,maternal_trauma,,,,,,,,,,,,,
maternal_cardio_respiratory_arrest_01_05,pre_labor_and_delivery,,yesno,maternal_cardio_respiratory_arrest,,,,,,,,,,,,,
maternal_seizure_01_05,pre_labor_and_delivery,,yesno,maternal_seizure,,,,,,,,,,,,,
perinatal_sentinel_event_01_05,pre_labor_and_delivery,,yesno,perinatal_sentinel_event,,,,,,,,,,,,,
pyrexia_greater37p6c_01_05,pre_labor_and_delivery,,yesno,pyrexia_greater37p6c,,,,,,,,,,,,,
chorioamnionitis_01_05,pre_labor_and_delivery,,yesno,chorioamnionitis,,,,,,,,,,,,,
placental_pathology_performed_01_05,pre_labor_and_delivery,,yesno,placental_pathology_performed,,,,,,,,,,,,,
histologic_chorioamionitis_01_05,pre_labor_and_delivery,,yesno,histologic_chorioamionitis,,,,,,,,,,,,,
labor_antibiotics_01_05,pre_labor_and_delivery,,yesno,labor_antibiotics,,,,,,,,,,,,,
labor_antibiotics_code1_01_05,pre_labor_and_delivery,,dropdown,labor_antibiotics_code1,"1, Ampicillin | 2, Carbenicillin | 3, Oxacillin | 4, Penicillin G | 5, Piperacillin | 6, Ticarcillin | 7, Mexlocillin | 8, Methicillin | 9, Nafcillin | 10, Cephalothin | 11, Cefazolin (Kefzol) | 12, Cefotaxime (Claforan) | 13, Cefoxitin | 14, Moxalactam | 15, Ceftazadime (Fortaz) | 16, Ceftriaxone (Rocephin) | 17, Ceftizoxime | 18, Cefuroxime | 19, Cefotetan | 20, Amikacin | 21, Gentamicin | 22, Kanamycin | 23, Tobramycin | 24, Amphotericin B | 25, Flucytosine (5FC) | 26, Vancomycin | 27, Vidarabine | 28, Bactrim | 29, Chloramphenicol (Chloromycetin) | 30, Oral Nystatin | 31, Clindamycin | 32, Erythromycin (IV) | 33, Fluconazole | 34, Imipenem | 35, Metronidazole | 36, Aztreonam | 37, Acyclovir | 38, Ganciclovir | 39, Ribavirin (Aerosol) | 40, Zidovuldine (AZT) | 41, Other",antibiotics,,,,,,,,,,,
labor_antibiotics_code2_01_05,pre_labor_and_delivery,,dropdown,labor_antibiotics_code2,"1, Ampicillin | 2, Carbenicillin | 3, Oxacillin | 4, Penicillin G | 5, Piperacillin | 6, Ticarcillin | 7, Mexlocillin | 8, Methicillin | 9, Nafcillin | 10, Cephalothin | 11, Cefazolin (Kefzol) | 12, Cefotaxime (Claforan) | 13, Cefoxitin | 14, Moxalactam | 15, Ceftazadime (Fortaz) | 16, Ceftriaxone (Rocephin) | 17, Ceftizoxime | 18, Cefuroxime | 19, Cefotetan | 20, Amikacin | 21, Gentamicin | 22, Kanamycin | 23, Tobramycin | 24, Amphotericin B | 25, Flucytosine (5FC) | 26, Vancomycin | 27, Vidarabine | 28, Bactrim | 29, Chloramphenicol (Chloromycetin) | 30, Oral Nystatin | 31, Clindamycin | 32, Erythromycin (IV) | 33, Fluconazole | 34, Imipenem | 35, Metronidazole | 36, Aztreonam | 37, Acyclovir | 38, Ganciclovir | 39, Ribavirin (Aerosol) | 40, Zidovuldine (AZT) | 41, Other",antibiotics,,,,,,,,,,,
labor_antibiotics_code3_01_05,pre_labor_and_delivery,,dropdown,labor_antibiotics_code3,"1, Ampicillin | 2, Carbenicillin | 3, Oxacillin | 4, Penicillin G | 5, Piperacillin | 6, Ticarcillin | 7, Mexlocillin | 8, Methicillin | 9, Nafcillin | 10, Cephalothin | 11, Cefazolin (Kefzol) | 12, Cefotaxime (Claforan) | 13, Cefoxitin | 14, Moxalactam | 15, Ceftazadime (Fortaz) | 16, Ceftriaxone (Rocephin) | 17, Ceftizoxime | 18, Cefuroxime | 19, Cefotetan | 20, Amikacin | 21, Gentamicin | 22, Kanamycin | 23, Tobramycin | 24, Amphotericin B | 25, Flucytosine (5FC) | 26, Vancomycin | 27, Vidarabine | 28, Bactrim | 29, Chloramphenicol (Chloromycetin) | 30, Oral Nystatin | 31, Clindamycin | 32, Erythromycin (IV) | 33, Fluconazole | 34, Imipenem | 35, Metronidazole | 36, Aztreonam | 37, Acyclovir | 38, Ganciclovir | 39, Ribavirin (Aerosol) | 40, Zidovuldine (AZT) | 41, Other",antibiotics,,,,,,,,,,,
labor_antibiotics_code4_01_05,pre_labor_and_delivery,,dropdown,labor_antibiotics_code4,"1, Ampicillin | 2, Carbenicillin | 3, Oxacillin | 4, Penicillin G | 5, Piperacillin | 6, Ticarcillin | 7, Mexlocillin | 8, Methicillin | 9, Nafcillin | 10, Cephalothin | 11, Cefazolin (Kefzol) | 12, Cefotaxime (Claforan) | 13, Cefoxitin | 14, Moxalactam | 15, Ceftazadime (Fortaz) | 16, Ceftriaxone (Rocephin) | 17, Ceftizoxime | 18, Cefuroxime | 19, Cefotetan | 20, Amikacin | 21, Gentamicin | 22, Kanamycin | 23, Tobramycin | 24, Amphotericin B | 25, Flucytosine (5FC) | 26, Vancomycin | 27, Vidarabine | 28, Bactrim | 29, Chloramphenicol (Chloromycetin) | 30, Oral Nystatin | 31, Clindamycin | 32, Erythromycin (IV) | 33, Fluconazole | 34, Imipenem | 35, Metronidazole | 36, Aztreonam | 37, Acyclovir | 38, Ganciclovir | 39, Ribavirin (Aerosol) | 40, Zidovuldine (AZT) | 41, Other",antibiotics,,,,,,,,,,,
labor_antibiotics_code5_01_05,pre_labor_and_delivery,,dropdown,labor_antibiotics_code5,"1, Ampicillin | 2, Carbenicillin | 3, Oxacillin | 4, Penicillin G | 5, Piperacillin | 6, Ticarcillin | 7, Mexlocillin | 8, Methicillin | 9, Nafcillin | 10, Cephalothin | 11, Cefazolin (Kefzol) | 12, Cefotaxime (Claforan) | 13, Cefoxitin | 14, Moxalactam | 15, Ceftazadime (Fortaz) | 16, Ceftriaxone (Rocephin) | 17, Ceftizoxime | 18, Cefuroxime | 19, Cefotetan | 20, Amikacin | 21, Gentamicin | 22, Kanamycin | 23, Tobramycin | 24, Amphotericin B | 25, Flucytosine (5FC) | 26, Vancomycin | 27, Vidarabine | 28, Bactrim | 29, Chloramphenicol (Chloromycetin) | 30, Oral Nystatin | 31, Clindamycin | 32, Erythromycin (IV) | 33, Fluconazole | 34, Imipenem | 35, Metronidazole | 36, Aztreonam | 37, Acyclovir | 38, Ganciclovir | 39, Ribavirin (Aerosol) | 40, Zidovuldine (AZT) | 41, Other",antibiotics,,,,,,,,,,,
labor_antibiotics_code6_01_05,pre_labor_and_delivery,,dropdown,labor_antibiotics_code6,"1, Ampicillin | 2, Carbenicillin | 3, Oxacillin | 4, Penicillin G | 5, Piperacillin | 6, Ticarcillin | 7, Mexlocillin | 8, Methicillin | 9, Nafcillin | 10, Cephalothin | 11, Cefazolin (Kefzol) | 12, Cefotaxime (Claforan) | 13, Cefoxitin | 14, Moxalactam | 15, Ceftazadime (Fortaz) | 16, Ceftriaxone (Rocephin) | 17, Ceftizoxime | 18, Cefuroxime | 19, Cefotetan | 20, Amikacin | 21, Gentamicin | 22, Kanamycin | 23, Tobramycin | 24, Amphotericin B | 25, Flucytosine (5FC) | 26, Vancomycin | 27, Vidarabine | 28, Bactrim | 29, Chloramphenicol (Chloromycetin) | 30, Oral Nystatin | 31, Clindamycin | 32, Erythromycin (IV) | 33, Fluconazole | 34, Imipenem | 35, Metronidazole | 36, Aztreonam | 37, Acyclovir | 38, Ganciclovir | 39, Ribavirin (Aerosol) | 40, Zidovuldine (AZT) | 41, Other",antibiotics,,,,,,,,,,,
emergency_c_section_01_05,pre_labor_and_delivery,,yesno,emergency_c_section,,,,,,,,,,,,,
cord_mishap_01_05_1,pre_labor_and_delivery,,yesno,cord_mishap,,,,,,,,,,,,,
uterine_rupture_01_05_1,pre_labor_and_delivery,,yesno,uterine_rupture,,,,,,,,,,,,,
placental_problem_01_05_1,pre_labor_and_delivery,,yesno,placental_problem,,,,,,,,,,,,,
shoulder_dystocia_01_05_1,pre_labor_and_delivery,,yesno,shoulder_dystocia,,,,,,,,,,,,,
maternal_hemorrhage_01_05_1,pre_labor_and_delivery,,yesno,maternal_hemorrhage,,,,,,,,,,,,,
maternal_trauma_01_05_1,pre_labor_and_delivery,,yesno,maternal_trauma,,,,,,,,,,,,,
maternal_cardio_respiratory_arrest_01_05_1,pre_labor_and_delivery,,yesno,maternal_cardio_respiratory_arrest,,,,,,,,,,,,,
maternal_seizure_01_05_1,pre_labor_and_delivery,,yesno,maternal_seizure,,,,,,,,,,,,,
perinatal_sentinel_event_01_05_1,pre_labor_and_delivery,,yesno,perinatal_sentinel_event,,,,,,,,,,,,,
delivery_mode_01_05_2,pre_labor_and_delivery,,radio,delivery_mode,"1, vaginal vertex, unassisted | 2, vaginal vertex, assisted | 3, vaginal breech | 4, vaginal NOS | 5, non-emergent cesarean | 6, emergent cesarean | 7, unknown",deliveryMode,,,,,,,,,,,
emergency_c_section_01_05_2,pre_labor_and_delivery,,yesno,emergency_c_section,,,,,,,,,,,,,
encephalopathy_level_01_06,pre_birth_information,,radio,encephalopathy_level,"1, moderate | 2, severe",encephalopathyLevel,,,,,,,,,,,
random_infant_age_01_06,pre_birth_information,,radio,random_infant_age,"1, ≤ 12 hrs | 2, > 12 hrs",infantAge,,,,,,,,,,,
birth_weight_g_01_06,pre_birth_information,,text,birth_weight_g,,,,,,,,,,,,,
birth_length_cm_01_06,pre_birth_information,,text,birth_length_cm,,,,,,,,,,,,,
birth_head_circumference_cm_01_06,pre_birth_information,,text,birth_head_circumference_cm,,,,,,,,,,,,,
birth_gestational_age_week_01_06,pre_birth_information,,text,birth_gestational_age_week,,,,,,,,,,,,,
infant_sex_01_06,pre_birth_information,,radio,infant_sex,"1, male | 2, female | 3, ambiguous",infantSex,,,,,,,,,,,
male_sex_01_06,pre_birth_information,,yesno,male_sex,,,,,,,,,,,,,
infant_outborn_01_06,pre_birth_information,,yesno,infant_outborn,,,,,,,,,,,,,
outborn_in_hospital_01_06,pre_birth_information,,yesno,outborn_in_hospital,,,,,,,,,,,,,
outborn_out_hospital_01_06,pre_birth_information,,yesno,outborn_out_hospital,,,,,,,,,,,,,
neonate_admission_date_01_06,pre_birth_information,,text,neonate_admission_date,,,,,,,,,,,,,
neonate_admission_time_01_06,pre_birth_information,,text,neonate_admission_time,,,,,,,,,,,,,
apgar1min_01_06,pre_birth_information,,text,apgar1min,,,,,,,,,,,,,
apgar5min_01_06,pre_birth_information,,text,apgar5min,,,,,,,,,,,,,
apgar10min_01_06,pre_birth_information,,text,apgar10min,,,,,,,,,,,,,
apgar15min_01_06,pre_birth_information,,text,apgar15min,,,,,,,,,,,,,
apgar20min_01_06,pre_birth_information,,text,apgar20min,,,,,,,,,,,,,
delivery_resuscitation_01_06,pre_birth_information,,yesno,delivery_resuscitation,,,,,,,,,,,,,
delivery_oxygen_01_06,pre_birth_information,,yesno,delivery_oxygen,,,,,,,,,,,,,
delivery_bagging_and_mask_01_06,pre_birth_information,,yesno,delivery_bagging_and_mask,,,,,,,,,,,,,
delivery_chest_compression_01_06,pre_birth_information,,yesno,delivery_chest_compression,,,,,,,,,,,,,
delivery_intubation_01_06,pre_birth_information,,yesno,delivery_intubation,,,,,,,,,,,,,
delivery_drug_01_06,pre_birth_information,,yesno,delivery_drug,,,,,,,,,,,,,
at10min_continue_resuscitation_01_06,pre_birth_information,,yesno,at10min_continue_resuscitation,,,,,,,,,,,,,
at10min_oxygen_01_06,pre_birth_information,,yesno,at10min_oxygen,,,,,,,,,,,,,
at10min_bagging_and_mask_01_06,pre_birth_information,,yesno,at10min_bagging_and_mask,,,,,,,,,,,,,
at10min_chest_compression_01_06,pre_birth_information,,yesno,at10min_chest_compression,,,,,,,,,,,,,
at10min_intubation_01_06,pre_birth_information,,yesno,at10min_intubation,,,,,,,,,,,,,
at10min_drug_01_06,pre_birth_information,,yesno,at10min_drug,,,,,,,,,,,,,
spontaneous_respiration_time_01_06,pre_birth_information,,radio,spontaneous_respiration_time,"1, < 5 mins | 2, 5 - 10 mins | 3, 10 mins - 1 hr | 4, 1 - 4 hrs | 5, > 4 hrs",spontaneousRespirationTime,,,,,,,,,,,
cord_blood_gas_01_06,pre_birth_information,,yesno,cord_blood_gas,,,,,,,,,,,,,
cord_blood_gas_src_01_06,pre_birth_information,,radio,cord_blood_gas_src,"1, arterial | 2, venous | 3, mixed",cordBloodGasSrc,,,,,,,,,,,
cord_blood_gas_ph_01_06,pre_birth_information,,text,cord_blood_gas_ph,,,,,,,,,,,,,
cord_blood_gas_pco2mmhg_01_06,pre_birth_information,,text,cord_blood_gas_pco2mmhg,,,,,,,,,,,,,
cord_blood_gas_po2mmhg_01_06,pre_birth_information,,text,cord_blood_gas_po2mmhg,,,,,,,,,,,,,
cord_blood_gas_hco3meqperl_01_06,pre_birth_information,,text,cord_blood_gas_hco3meqperl,,,,,,,,,,,,,
cord_blood_gas_base_deficit_meqperl_01_06,pre_birth_information,,text,cord_blood_gas_base_deficit_meqperl,,,,,,,,,,,,,
first_postnatal_blood_gas_01_06,pre_birth_information,,yesno,first_postnatal_blood_gas,,,,,,,,,,,,,
first_postnatal_blood_gas_src_01_06,pre_birth_information,,radio,first_postnatal_blood_gas_src,"1, arterial | 2, venous | 3, capillary",bloodGasSrc,,,,,,,,,,,
first_postnatal_blood_gas_date_01_06,pre_birth_information,,text,first_postnatal_blood_gas_date,,,,,,,,,,,,,
first_postnatal_blood_gas_time_01_06,pre_birth_information,,text,first_postnatal_blood_gas_time,,,,,,,,,,,,,
first_postnatal_blood_gas_ph_01_06,pre_birth_information,,text,first_postnatal_blood_gas_ph,,,,,,,,,,,,,
first_postnatal_blood_gas_pco2mmhg_01_06,pre_birth_information,,text,first_postnatal_blood_gas_pco2mmhg,,,,,,,,,,,,,
first_postnatal_blood_gas_po2mmhg_01_06,pre_birth_information,,text,first_postnatal_blood_gas_po2mmhg,,,,,,,,,,,,,
first_postnatal_blood_gas_hco3meqperl_01_06,pre_birth_information,,text,first_postnatal_blood_gas_hco3meqperl,,,,,,,,,,,,,
first_postnatal_blood_gas_base_deficit_meqperl_01_06,pre_birth_information,,text,first_postnatal_blood_gas_base_deficit_meqperl,,,,,,,,,,,,,
acidosis_01_06,pre_birth_information,,yesno,acidosis,,,,,,,,,,,,,
apgar10min_less5_01_06,pre_birth_information,,yesno,apgar10min_less5,,,,,,,,,,,,,
apgar10min_less_eq5_01_06,pre_birth_information,,yesno,apgar10min_less_eq5,,,,,,,,,,,,,
apgar5min_less_eq5_01_06,pre_birth_information,,yesno,apgar5min_less_eq5,,,,,,,,,,,,,
init_blood_gas_base_deficit_meqperl_01_06,pre_birth_information,,text,init_blood_gas_base_deficit_meqperl,,,,,,,,,,,,,
init_blood_gas_base_deficit_meqperl_src_01_06,pre_birth_information,,radio,init_blood_gas_base_deficit_meqperl_src,"1, cord | 2, postnatal",initBloodGasSrc,,,,,,,,,,,
init_blood_gas_ph_01_06,pre_birth_information,,text,init_blood_gas_ph,,,,,,,,,,,,,
init_blood_gas_ph_src_01_06,pre_birth_information,,radio,init_blood_gas_ph_src,"1, cord | 2, postnatal",initBloodGasSrc,,,,,,,,,,,
birth_date_01_06,pre_birth_information,,text,birth_date,,,,,,,,,,,,,
birth_time_01_06,pre_birth_information,,text,birth_time,,,,,,,,,,,,,
target_treatment_temperature_c_01_07,pre_temperature,,radio,target_treatment_temperature_c,"1, 33.5C | 2, 32.0C",targetTreatmentTemperature,,,,,,,,,,,
pre_cool_initiate_01_07,pre_temperature,,yesno,pre_cool_initiate,,,,,,,,,,,,,
pre_coolby_ice_gel_pack_01_07,pre_temperature,,yesno,pre_coolby_ice_gel_pack,,,,,,,,,,,,,
pre_cool_passively_01_07,pre_temperature,,yesno,pre_cool_passively,,,,,,,,,,,,,
pre_cool_clinically_01_07,pre_temperature,,yesno,pre_cool_clinically,,,,,,,,,,,,,
pre_cool_initiate_date_01_07,pre_temperature,,text,pre_cool_initiate_date,,,,,,,,,,,,,
pre_cool_initiate_time_01_07,pre_temperature,,text,pre_cool_initiate_time,,,,,,,,,,,,,
pre_after_overshoot_reach33p5c_01_07,pre_temperature,,yesno,pre_after_overshoot_reach33p5c,,,,,,,,,,,,,
pre_after_overshoot_reach33p5c_date_01_07,pre_temperature,,text,pre_after_overshoot_reach33p5c_date,,,,,,,,,,,,,
pre_after_overshoot_reach33p5c_time_01_07,pre_temperature,,text,pre_after_overshoot_reach33p5c_time,,,,,,,,,,,,,
pre_temperature_min_date_01_07,pre_temperature,,text,pre_temperature_min_date,,,,,,,,,,,,,
pre_temperature_min_time_01_07,pre_temperature,,text,pre_temperature_min_time,,,,,,,,,,,,,
pre_skin_temperature_min_c_01_07,pre_temperature,,text,pre_skin_temperature_min_c,,,,,,,,,,,,,
pre_axillary_temperature_min_c_01_07,pre_temperature,,text,pre_axillary_temperature_min_c,,,,,,,,,,,,,
pre_esophageal_temperature_min_c_01_07,pre_temperature,,text,pre_esophageal_temperature_min_c,,,,,,,,,,,,,
pre_servo_set_min_c_01_07,pre_temperature,,text,pre_servo_set_min_c,,,,,,,,,,,,,
pre_temperature_max_date_01_07,pre_temperature,,text,pre_temperature_max_date,,,,,,,,,,,,,
pre_temperature_max_time_01_07,pre_temperature,,text,pre_temperature_max_time,,,,,,,,,,,,,
pre_skin_temperature_max_c_01_07,pre_temperature,,text,pre_skin_temperature_max_c,,,,,,,,,,,,,
pre_axillary_temperature_max_c_01_07,pre_temperature,,text,pre_axillary_temperature_max_c,,,,,,,,,,,,,
