"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
scalp_lesion_30_03,deriv_mri_derived,,radio,scalp_lesion,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",lesion,,,,,,,,,,,
thalamus_lesion_30_03,deriv_mri_derived,,radio,thalamus_lesion,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",lesion,,,,,,,,,,,
temporal_lesion_30_03,deriv_mri_derived,,radio,temporal_lesion,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",lesion,,,,,,,,,,,
temporal_occipital_lesion_30_03,deriv_mri_derived,,radio,temporal_occipital_lesion,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",lesion,,,,,,,,,,,
cerebral_atrophy_30_03,deriv_mri_derived,,yesno,cerebral_atrophy,,,,,,,,,,,,,
cererbal_atrophy_qual_assess_cc_30_03,deriv_mri_derived,,radio,cererbal_atrophy_qual_assess_cc,"1, none | 2, mild | 3, mderate | 4, severe",cererbalAtrophyQualAssessCC,,,,,,,,,,,
cerebral_atrophy_global_local_30_03,deriv_mri_derived,,radio,cerebral_atrophy_global_local,"1, global | 2, local",cerebralAtrophyGlobalLocal,,,,,,,,,,,
vascular_territory_infarction_30_03,deriv_mri_derived,,yesno,vascular_territory_infarction,,,,,,,,,,,,,
vascular_territory_infarction_left_30_03,deriv_mri_derived,,yesno,vascular_territory_infarction_left,,,,,,,,,,,,,
vascular_territory_infarction_right_30_03,deriv_mri_derived,,yesno,vascular_territory_infarction_right,,,,,,,,,,,,,
hemispheric_devastation_30_03,deriv_mri_derived,,yesno,hemispheric_devastation,,,,,,,,,,,,,
ventricular_dilatation_30_03,deriv_mri_derived,,radio,ventricular_dilatation,"1, none | 2, mild | 3, mderate | 4, severe | 5, shunted",ventricularDilatation,,,,,,,,,,,
vascular_lesion_30_03,deriv_mri_derived,,radio,vascular_lesion,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",lesion,,,,,,,,,,,
intraventricular_lesion_30_03,deriv_mri_derived,,radio,intraventricular_lesion,"1, yes but hemispheric devastation | 2, no lesion | 3, FALSE | 4, TRUE",lesion,,,,,,,,,,,
mri_nrn_pattern_of_injury_merge_31_03,deriv_mri_derived,,radio,mri_nrn_pattern_of_injury_merge,"1, 0 | 2, 1A | 3, 1B | 4, 2A | 5, 2B | 6, 3",MRINRNPatternOfInjury,,,,,,,,,,,
mri_nrn_pattern_of_injury_avg_31_03,deriv_mri_derived,,text,mri_nrn_pattern_of_injury_avg,,,,,,,,,,,,,
mri_nrn_pattern_of_injury_max_31_03,deriv_mri_derived,,text,mri_nrn_pattern_of_injury_max,,,,,,,,,,,,,
