"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
mri_cerebral_atrophy_qual_assess_vd_right_03_05,post_mri,,radio,mri_cerebral_atrophy_qual_assess_vd_right,"1, Normal | 2, Mild | 3, Moderate | 4, Severe | 5, Shunted",MRISeverity,,,,,,,,,,,
mri_infarction_03_05,post_mri,,yesno,mri_infarction,,,,,,,,,,,,,
mri_infarction_arterial_territory_left_03_05,post_mri,,yesno,mri_infarction_arterial_territory_left,,,,,,,,,,,,,
mri_infarction_arterial_territory_right_03_05,post_mri,,yesno,mri_infarction_arterial_territory_right,,,,,,,,,,,,,
mri_infarction_watershed_left_03_05,post_mri,,yesno,mri_infarction_watershed_left,,,,,,,,,,,,,
mri_infarction_watershed_right_03_05,post_mri,,yesno,mri_infarction_watershed_right,,,,,,,,,,,,,
mri_midline_shift_03_05,post_mri,,yesno,mri_midline_shift,,,,,,,,,,,,,
mri_bgt_03_05,post_mri,,radio,mri_bgt,"1, Normal | 2, Mild | 3, Moderate | 4, Severe | 5, Shunted",MRISeverity,,,,,,,,,,,
mri_plic_03_05,post_mri,,radio,mri_plic,"1, Normal | 2, Equivocal | 3, Abnormal",MRIALICPLICSeverity,,,,,,,,,,,
mri_alic_03_05,post_mri,,radio,mri_alic,"1, Normal | 2, Equivocal | 3, Abnormal",MRIALICPLICSeverity,,,,,,,,,,,
mri_watershed_03_05,post_mri,,radio,mri_watershed,"1, Normal | 2, Mild | 3, Moderate | 4, Severe | 5, Shunted",MRISeverity,,,,,,,,,,,
mri_white_matter_injury_03_05,post_mri,,radio,mri_white_matter_injury,"1, Mild | 2, Moderate | 3, Severe",MRIInjurySeverity,,,,,,,,,,,
mri_focal_cortical_injury_03_05,post_mri,,radio,mri_focal_cortical_injury,"1, Mild | 2, Moderate | 3, Severe",MRIInjurySeverity,,,,,,,,,,,
mri_nrn_pattern_of_injury_extent_03_05,post_mri,,radio,mri_nrn_pattern_of_injury_extent,"1, b | 2, c | 3, d",MRINRNPatternOfInjuryExtent,,,,,,,,,,,
mri_nrn_pattern_of_injury_lateral_03_05,post_mri,,radio,mri_nrn_pattern_of_injury_lateral,"1, R | 2, L | 3, R-L | 4, L-R | 5, R=L",MRINRNPatternOfInjuryLateral,,,,,,,,,,,
mri_comment_03_05,post_mri,,text,mri_comment,,,,,,,,,,,,,
mri_nrn_pattern_of_injury_03_05,post_mri,,radio,mri_nrn_pattern_of_injury,"1, 0 | 2, 1A | 3, 1B | 4, 2A | 5, 2B | 6, 3",MRINRNPatternOfInjury,,,,,,,,,,,
