"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
deep_tendon_reflex_upper_extremity_right_20_03,followup_medical_exam,,radio,deep_tendon_reflex_upper_extremity_right,"1, normal (1 to 3+) | 2, absent (0) | 3, hyperactive (4+)",deepTendonReflex,,,,,,,,,,,
deep_tendon_reflex_upper_extremity_left_20_03,followup_medical_exam,,radio,deep_tendon_reflex_upper_extremity_left,"1, normal (1 to 3+) | 2, absent (0) | 3, hyperactive (4+)",deepTendonReflex,,,,,,,,,,,
deep_tendon_reflex_knee_right_20_03,followup_medical_exam,,radio,deep_tendon_reflex_knee_right,"1, normal (1 to 3+) | 2, absent (0) | 3, hyperactive (4+)",deepTendonReflex,,,,,,,,,,,
deep_tendon_reflex_knee_left_20_03,followup_medical_exam,,radio,deep_tendon_reflex_knee_left,"1, normal (1 to 3+) | 2, absent (0) | 3, hyperactive (4+)",deepTendonReflex,,,,,,,,,,,
deep_tendon_reflex_ankle_right_20_03,followup_medical_exam,,radio,deep_tendon_reflex_ankle_right,"1, normal (1 to 3+) | 2, absent (0) | 3, hyperactive (4+)",deepTendonReflex,,,,,,,,,,,
deep_tendon_reflex_ankle_left_20_03,followup_medical_exam,,radio,deep_tendon_reflex_ankle_left,"1, normal (1 to 3+) | 2, absent (0) | 3, hyperactive (4+)",deepTendonReflex,,,,,,,,,,,
ankle_clonus_right_20_03,followup_medical_exam,,radio,ankle_clonus_right,"1, none (≤ 4 beats) | 2, present (> 4 beats) | 3, sustained",ankleClonus,,,,,,,,,,,
ankle_clonus_left_20_03,followup_medical_exam,,radio,ankle_clonus_left,"1, none (≤ 4 beats) | 2, present (> 4 beats) | 3, sustained",ankleClonus,,,,,,,,,,,
plantar_reflex_right_20_03,followup_medical_exam,,radio,plantar_reflex_right,"1, flexor plantar response | 2, extensor plantar response | 3, spontaneous extension ± fanning | 4, inconsistent results",plantarReflex,,,,,,,,,,,
plantar_reflex_left_20_03,followup_medical_exam,,radio,plantar_reflex_left,"1, flexor plantar response | 2, extensor plantar response | 3, spontaneous extension ± fanning | 4, inconsistent results",plantarReflex,,,,,,,,,,,
axis_head_neck_20_03,followup_medical_exam,,radio,axis_head_neck,"1, normal head control | 2, abnormal, but can hold head up for extended period (> 5 mins) | 3, poor head control but can hold head up for short period | 4, no obvious head control",axisHeadNeck,,,,,,,,,,,
axis_trunk_20_03,followup_medical_exam,,radio,axis_trunk,"1, no apparent problem | 2, can sit unsupported but less secure and stable than normal child of same age | 3, cannot be left in sitting position unless self-supported | 4, servere impairment: difficult to place or maintain in sitting position",axisTrunk,,,,,,,,,,,
lower_limb_function_20_03,followup_medical_exam,,radio,lower_limb_function,"1, no significant problem with gait, walks fluently | 2, gait functional but not fluent, no device required | 3, gait functional, non-fluent and requires device | 4, no independent walking",lowerLimbFunction,,,,,,,,,,,
upper_limb_function_20_03,followup_medical_exam,,radio,upper_limb_function,"1, no apparent problem with bimanual tasks | 2, some difficulty using both hands together | 3, no functional bimanual task",upperLimbFunction,,,,,,,,,,,
hand_function_right_20_03,followup_medical_exam,,radio,hand_function_right,"1, fine pincer grasp | 2, finger-thumb grasp | 3, more than one finger-thumb grasp | 4, tries but unable to grasp | 5, does not attempt to grasp | 6, refusal | 7, cannot access",handFunction,,,,,,,,,,,
hand_function_left_20_03,followup_medical_exam,,radio,hand_function_left,"1, fine pincer grasp | 2, finger-thumb grasp | 3, more than one finger-thumb grasp | 4, tries but unable to grasp | 5, does not attempt to grasp | 6, refusal | 7, cannot access",handFunction,,,,,,,,,,,
neural_normal_20_03,followup_medical_exam,,yesno,neural_normal,,,,,,,,,,,,,
generalized_hypotonia_20_03,followup_medical_exam,,yesno,generalized_hypotonia,,,,,,,,,,,,,
hypertonia_20_03,followup_medical_exam,,yesno,hypertonia,,,,,,,,,,,,,
neural_other_20_03,followup_medical_exam,,yesno,neural_other,,,,,,,,,,,,,
neural_other_text_20_03,followup_medical_exam,,text,neural_other_text,,,,,,,,,,,,,
spastic_diplegia_20_03,followup_medical_exam,,yesno,spastic_diplegia,,,,,,,,,,,,,
spastic_hemiplegia_right_20_03,followup_medical_exam,,yesno,spastic_hemiplegia_right,,,,,,,,,,,,,
spastic_hemiplegia_left_20_03,followup_medical_exam,,yesno,spastic_hemiplegia_left,,,,,,,,,,,,,
spastic_quadriplegia_20_03,followup_medical_exam,,yesno,spastic_quadriplegia,,,,,,,,,,,,,
spastic_triplegia_20_03,followup_medical_exam,,yesno,spastic_triplegia,,,,,,,,,,,,,
dystonia_20_03,followup_medical_exam,,yesno,dystonia,,,,,,,,,,,,,
athetosis_20_03,followup_medical_exam,,yesno,athetosis,,,,,,,,,,,,,
athetosis_dystonia_20_03,followup_medical_exam,,yesno,athetosis_dystonia,,,,,,,,,,,,,
hypotonia_ataxia_20_03,followup_medical_exam,,yesno,hypotonia_ataxia,,,,,,,,,,,,,
spastic_monoplegia_20_03,followup_medical_exam,,yesno,spastic_monoplegia,,,,,,,,,,,,,
mixed_cerebral_palsy_20_03,followup_medical_exam,,yesno,mixed_cerebral_palsy,,,,,,,,,,,,,
cerebral_palsy_unclassified_20_03,followup_medical_exam,,yesno,cerebral_palsy_unclassified,,,,,,,,,,,,,
cerebral_palsy_unclassified_text_20_03,followup_medical_exam,,text,cerebral_palsy_unclassified_text,,,,,,,,,,,,,
cerebral_palsy_20_03,followup_medical_exam,,yesno,cerebral_palsy,,,,,,,,,,,,,
cerebral_palsy_class_20_03,followup_medical_exam,,radio,cerebral_palsy_class,"1, mild | 2, moderate | 3, severe",cerebralPalsyClass,,,,,,,,,,,
abrnomality_affecting_neuro_assessment_20_03,followup_medical_exam,,yesno,abrnomality_affecting_neuro_assessment,,,,,,,,,,,,,
abrnomality_affecting_neuro_assessment_text_20_03,followup_medical_exam,,text,abrnomality_affecting_neuro_assessment_text,,,,,,,,,,,,,
exam_where_20_03,followup_medical_exam,,radio,exam_where,"1, clinic | 2, home | 3, telephone | 4, hospital | 5, other",interviewLocation,,,,,,,,,,,
exam_where_other_text_20_03,followup_medical_exam,,text,exam_where_other_text,,,,,,,,,,,,,
exam_quality_20_03,followup_medical_exam,,radio,exam_quality,"1, good | 2, fair | 3, poor",examQuality,,,,,,,,,,,
exam_factor_affecting_20_03,followup_medical_exam,,radio,exam_factor_affecting,"1, illness | 2, language other than English and interpreter not available | 3, behavioral problems | 4, severely developmentally delayed plus may have sensory impairment | 5, sensory impairment - appears mild or moderate delayed for age | 6, sensory impairment - but appears to be within normal limits for age | 7, other",examFactorAffecting,,,,,,,,,,,
exam_factor_affecting_text_20_03,followup_medical_exam,,text,exam_factor_affecting_text,,,,,,,,,,,,,
exam_complete_date_20_03,followup_medical_exam,,text,exam_complete_date,,,,,,,,,,,,,
